student_id,age,gender,school_type,parent_education,internet_access,tutoring,study_hours_per_day,attendance_percent,sleep_hours,assignments_completed_out_of_10,previous_term_score,exam_score,pass_fail,grade_band
S01133,20.0,Female,Public,BSc,No,No,3.5,37.3,8.7,0,53.0,63,True,B
S01134,24.0,Female,Public,Diploma,Yes,Yes,0.7,92.2,5.4,7,33.0,54,True,C
S01135,18.0,Female,Public,Diploma,Yes,No,1.4,55.4,7.1,7,36.0,45,False,D
S01136,20.0,Female,Public,Diploma,Yes,No,3.8,98.3,6.5,1,60.0,80,True,A+
S01137,23.0,Male,Public,Primary,No,Yes,1.2,38.8,8.2,7,20.0,34,False,F
S01138,21.0,Female,Public,Secondary,Yes,Yes,5.2,65.0,7.5,6,60.0,80,True,A+
S01139,19.0,Female,Private,BSc, Yes ,No,4.5,88.9,5.9,14,83.0,93,True,A+
S01140,19.0,Male,Public,Secondary,Yes,No,0.6,87.8,4.7,7,42.0,46,False,D
S01141,18.0,Male,Public,BSc,Yes,No,4.5,94.6,8.5,7,72.0,81,True,A+
S01142,25.0,Male,Private,Secondary,Yes,No,1.9,59.1,7.9,3,54.0,37,False,F
S01143,25.0,Male,Public,Diploma,Yes,Yes,0.8,45.4,6.2,7,20.0,40,False,D
S01144,21.0,Male,Public,Secondary,Yes,No,1.1,67.7,6.6,10,22.0,32,False,F
S01145,25.0,Male,Public,BSc,Yes,No,5.3,98.1,6.9,2,81.0,93,True,A+
S01146,24.0,Female,Public,Secondary,No,No,0.8,94.6,7.1,4,36.0,53,True,C
S01147,19.0,Female,Public,Diploma,Yes,No,3.1,62.9,6.6,5,45.0,53,True,C
S01148,25.0,Male,Public,Diploma,Yes,Yes,2.2,82.1,8.4,4,32.0,70,True,A
S01149,19.0,Female,Public,Primary,Yes,No,4.7,55.3,7.1,8,61.0,76,True,A
S01150,25.0,Female,Public,Primary,No,Yes,6.0,85.3,8.4,1,87.0,100,True,A+
S01151,24.0,Female,Public,Secondary,Yes,No,5.2,92.6,6.1,1,78.0,95,True,A+
S01152,24.0,Male,Public,Diploma,Yes,No,5.3,84.7,7.3,9,78.0,100,True,A+
S01153,25.0,Male,Public,BSc,Yes,Yes,4.4,83.8,7.8,7,57.0,90,True,A+
S01154,21.0,Female,Private,BSc,No,No,6.2,,9.7,7,77.0,91,True,A+
S01155,19.0,Male,Private,MSc/PhD,Yes,Yes,2.6,75.2,6.8,0,51.0,59,True,C
S01156,20.0,Male,Public,BSc,No,No,3.1,38.2,7.2,4,49.0,50,True,C
S01157,19.0,Female,Private,BSc,No,Yes,1.0,64.5,5.9,4,51.0,29,False,F
S01158,20.0,Male,Public,BSc,Yes,No,4.9,88.4,7.5,6,70.0,85,True,A+
S01159,21.0,Male,Private,Secondary,Yes,No,1.4,78.6,6.4,0,51.0,45,False,D
S01160,18.0,Male,Private,Primary,Yes,No,3.9,35.9,5.9,5,53.0,49,False,D
S01161,20.0,Male,Public,MSc/PhD,Yes,Yes,2.1,43.6,6.1,5,38.0,31,False,F
S01162,18.0,Male,Public,Secondary,Yes,No,3.8,,7.3,10,50.0,58,True,C
S01163,17.0,Male,Public,None,Yes,Yes,3.5,74.4,7.0,2,55.0,65,True,B
S01164,24.0,Female,Public,Secondary,No,Yes,1.9,95.6,5.7,8,59.0,65,True,B
S01165,17.0,Female,Public,Secondary,Yes,No,2.0,65.2,8.6,0,31.0,46,False,D
S01166,20.0,Female,Public,BSc,No,No,3.7,85.9,7.0,5,85.0,83,True,A+
S01167,18.0,Female,Private,None,No,No,2.3,50.0,6.0,8,54.0,39,False,F
S01168,23.0,Female,Private,BSc,Yes,Yes,1.0,,6.8,4,50.0,40,False,D
S01169,17.0,Male,Public,BSc,Yes,No,5.3,65.0,6.1,10,52.0,81,True,A+
S01170,25.0,Female,Private,BSc,Yes,Yes,4.0,56.6,8.4,9,63.0,82,True,A+
S01171,18.0,Male,Public,Primary,No,No,6.1,92.8,5.6,8,68.0,91,True,A+
S01172,20.0,Male,Private,BSc,Yes,No,2.2,94.8,7.3,2,38.0,48,False,D
S01173,25.0,Female,Private,Primary,yes,No,2.8,88.1,8.1,7,56.0,84,True,A+
S01174,24.0,Male,Public,Secondary,Yes,No,4.5,66.8,5.9,8,51.0,79,True,A
S01175,20.0,Female,Public,None,Yes,No,5.6,73.4,5.9,1,68.0,90,True,A+
S01176,17.0,Female,Public,Secondary, Yes ,No,6.1,,8.6,5,62.0,95,True,A+
S01177,16.0,Male,Private,Diploma,Yes,No,0.7,73.5,6.0,7,23.0,35,False,F
S01178,24.0,Female,Private,Secondary,Yes,Yes,,42.5,6.3,9,26.0,46,False,D
S01179,21.0,Female,Public,Secondary,Yes,No,4.7,40.3,8.5,0,38.0,65,True,B
S01180,21.0,Male,Public,Diploma,yes,No,2.0,41.6,5.7,8,43.0,42,False,D
S01181,21.0,Female,Public,Diploma,Yes,Yes,4.7,98.8,5.8,4,89.0,97,True,A+
S01182,18.0,Female,Private,Primary,Yes,Yes,5.2,81.6,8.5,3,95.0,96,True,A+
S01183,21.0,Female,Public,MSc/PhD,No,No,4.6,52.1,8.3,10,56.0,82,True,A+
S01184,19.0,Female,Public,BSc,Yes,No,3.2,99.4,6.7,2,61.0,64,True,B
S01185,23.0,Male,Public,BSc,Yes,No,3.0,63.4,6.7,0,46.0,52,True,C
S01186,22.0,Female,Private,Diploma,Yes,No,3.5,84.9,8.7,8,75.0,74,True,A
S01187,19.0,Male,Public,Secondary,Yes,Yes,5.9,79.4,7.7,6,67.0,99,True,A+
S01188,18.0,Female,Public,Secondary,Yes,Yes,5.3,77.7,6.7,4,90.0,98,True,A+
S01189,21.0,Male,Public,Secondary,Yes,No,0.8,67.2,8.1,0,65.0,48,False,D
S01190,24.0,Male,Private,Secondary,No,Yes,6.2,74.5,9.0,1,90.0,100,True,A+
S01191,22.0,Female,Public,Secondary,Yes,No,0.7,50.1,5.5,7,21.0,25,False,F
S01192,21.0,Male,Public,Secondary,Yes,No,5.8,96.1,7.4,2,88.0,96,True,A+
S01193,22.0,Male,Public,Secondary,Yes,No,2.8,47.7,8.5,10,46.0,52,True,C
S01194,23.0,Female,Public,Secondary,Yes,No,3.9,58.2,7.3,4,59.0,64,True,B
S01195,25.0,Female,Public,Primary,Yes,Yes,0.9,80.7,7.1,10,38.0,36,False,F
S01196,19.0,Female,Public,Secondary,Yes,Yes,,91.9,9.1,0,77.0,69,True,B
S01197,22.0,Female,Public,Primary,Yes,Yes,1.0,38.9,5.8,1,20.0,32,False,F
S01198,18.0,Female,Public,BSc,Yes,Yes,3.3,73.8,4.7,4,54.0,55,True,C
S01199,16.0,Female,Public,BSc,Yes,No,2.1,95.4,,9,43.0,61,True,B
S01200,24.0,Female,Private,Diploma,No,No,1.5,92.6,7.9,5,29.0,45,False,D
